(0.3901109260004887, ' polirematico ')
(0.20667266900272807, '')
(0.41627891399912187, ' capisquadriglia ')
(0.5680780050024623, ' riparabile ')
(0.4234449610012234, ' antifecondativa ')
(0.24917383999854792, ' liscivie ')
(0.15186575199913932, ' hoè ')
(0.26575213099931716, '')
(0.1907480760019098, '')
(0.26955977699981304, ' lato ')
(0.3475612699985504, ' necrotizzato ')
(0.5958858220001275, ' neurofisiopatologia ')
(0.2932939139973314, ' anfotera ')
(0.29303482600153075, ' poligrafe ')
(0.3776317019983253, ' compravendere ')
(0.5245322740011034, ' immagazzinabile ')
(0.23094851299902075, ' listato ')
(0.29069292900021537, '')
(0.29221372500251164, '')
(0.3464142480006558, ' laccare ')
(0.44983195799795794, ' controvertere ')
(0.36603505200037034, '')
(1.6377853119993233, ' rivelazione ')
(0.34457656299855444, ' crocifiggi ')
(0.2088033660002111, ' vaprio ')
(0.3583151880011428, ' sessantennio ')
(0.15324086499822442, '')
(0.2312444500021229, ' elianto ')
(0.34018720099993516, ' bombicillidi ')
(0.28908829699867056, '')
(0.2503179659979651, ' decaedro ')
(0.324724101999891, ' poggioreale ')
(0.34610243600036483, ' neoclassico ')
(0.641996205002215, ' avvizzimento ')
(0.2733719999996538, ' vescovana ')
(0.27994682999997167, ' armonioso ')
(0.26942611599952215, " m'involse ")
(0.2902256569977908, '')
(0.2581708020006772, ' barbicato ')
(0.20829286899970612, '')
(0.2482502739985648, '')
(0.3324301690008724, ' influenzare ')
(0.1909868760012614, ' mensa ')
(0.22754620399791747, '')
(0.2925155379998614, ' arturiano ')
(0.42553457699978026, ' birbanteggiando ')
(0.39850753999780864, ' centrocampista ')
(0.3167102260013053, ' itinere ')
(0.33280667000144604, ' davantino ')
(0.295636013001058, ' stracuocia ')
(0.39552846099832095, '')
(0.37450135800099815, ' insaccamento ')
(0.17219855599978473, '')
(0.17315412999960245, '')
(0.38127515599990147, ' perlustrato ')
(0.3816718230009428, ' intratterrete ')
(0.22770948399920599, ' fucsia ')
(0.32365895900147734, ' corrigendo ')
(0.22829758399893763, ' babbo ')
(0.29298148100133403, ' cavando ')
(0.34439845499946387, ' portainnesto ')
(0.3186744499980705, ' piansano ')
(0.3793744260001404, ' incolonnatore ')
(0.3148378080004477, '')
(0.3572136130023864, ' framezzare ')
(0.1921542749987566, '')
(0.2094816289973096, '')
(0.2807467130005534, ' cogestire ')
(0.4546416830016824, ' intersettoriale ')
(0.2538171800006239, ' inalare ')
(0.2481876199999533, '')
(0.24998051899819984, ' pirofilo ')
(0.3228332719991158, ' traslazione ')
(0.28939158800130826, '')
(0.268204150001111, ' affogato ')
(0.2917882469992037, '')
(0.2755835130010382, ' diagenesi ')
(0.4530175820000295, ' illetteratissimo ')
(0.36856083200109424, '')
(0.20699735300149769, '')
(0.1895166389986116, '')
(0.24850900299861678, ' salpe ')
(0.28912769299859065, '')
(0.1330170020009973, '')
(0.36184418400080176, ' intraversata ')
(0.6393455559991708, ' fiutabile ')
(0.24984988099822658, ' levine ')
(0.268125216000044, ' rino ')
(0.27772147599898744, ' marciando ')
(0.42254746700200485, ' imbiaccando ')
(0.29129752700100653, '')
(0.39685899000323843, ' accentratrice ')
(0.27080377799939015, ' meretrice ')
(0.2659675659997447, '')
(0.24859704099799274, ' vassallo ')
(0.36453812300169375, ' imprestato ')
(0.2708452109982318, ' nefandità ')
(0.2711138110025786, ' castiadas ')
(0.5121784429975378, ' microcinematografia ')
(1.042859559001954, ' rielaborazione ')
